id,sku,name,img_link,description,price,active
3160,5414453054032_5403_1363,euonymus,http://www.peplan.com/foto/pa/5403.jpg,mixte  plaque mix,3.1000,1
3161,5414453175157_17515_1363,euonymus,http://www.peplan.com/foto/pa/17515.jpg,étage mixte,9.5000,1
3173,5414453020488_2048_1363,viburnum,http://www.peplan.com/foto/pa/2048.jpg,tinus,3.2000,1
3177,5414453134895_13489_1534,rhododendron hybride,NULL,40/+  - c5,6.2000,1
3178,5414453111964_11196_1534,rhododendron hybride,NULL,"50/+  - c7,5 -  extra",8.2000,1
3179,5414453089386_8938_1534,rhododendron hybride,NULL,60/+  - c15 -  extra,16.5000,1
3180,5414453162188_16218_1534,rhododendron hybride,NULL,70/+  - c15 -  extra,20.3000,1
3181,5414453213033_21303_1534,rhododendron hybride,NULL,80/+  - c15 -  extra,23.3000,1
3182,5414453129228_12922_1534,rhododendron hybride,NULL,90/+  - c25 -  extra,30.0000,1
3183,5414453060002_6000_1534,rhododendron hybride,NULL,100/+ - c25 -  extra,34.0000,1
3184,5414453213026_21302_1534,rhododendron hybride,NULL,120/+ - c45,70.0000,1
3258,5414453053493_5349_1469,dryopteris,http://www.peplan.com/foto/pa/5349.jpg,erythrosora,0.7500,1
3259,5414453140834_14083_1469,dryopteris,http://www.peplan.com/foto/pa/14083.jpg,erythrosora,0.8500,1
3260,5414453053509_5350_1469,dryopteris,http://www.peplan.com/foto/pa/5350.jpg,erythrosora,1.4000,1
3231,5414453070971_7097_1153,ligustrum,NULL,ovalifolium,2.7960,1
3325,5414453195636_19563_1469,doryopteris,http://www.peplan.com/foto/pa/19563.jpg,nobilis,0.7500,1
3392,5414453026688_2668_1420,cyclamen,http://www.peplan.com/foto/pa/2668.jpg,mini,0.8500,1
3394,5414453052441_5244_1322,erica darleyensis,http://www.peplan.com/foto/pa/5244.jpg,mixte (pour plantation),0.5500,1
3416,5414453129266_12926_1319,osmanthus,http://www.peplan.com/foto/pa/12926.jpg,tricolor,3.5000,1
3846,5414453108117_10811_1526,dieffenbachia,http://www.peplan.com/foto/pa/10811.jpg,camilla,1.2300,1
68069,5414453304861_30486_1564,betula,NULL,pendula,9.1500,1
3764,5414453158266_15826_1526,aglaonema,http://www.peplan.com/foto/pa/15826.jpg,maria,3.0000,1
